HTTP-Method	URI	Description	Anti-Pattern	Pattern	Comment
GET 	 /domains/{domain}/gateways 	 Performs a query to find all the Gateways for this GroupWise system. 	 1 	 0 	 No Version Found
POST 	 /domains/{domain}/gateways 	 Create an Gateway given the Gateway data 	 1 	 0 	 No Version Found
DELETE 	 /domains/{domain}/gateways/{gateway} 	 Delete a specific Gateway given the name 	 1 	 0 	 No Version Found
PUT 	 /domains/{domain}/gateways/{gateway} 	 Update a Gateway given the data 	 1 	 0 	 No Version Found
GET 	 /domains/{domain}/gateways/{gateway} 	 Get a specific Gateway given the name 	 1 	 0 	 No Version Found
GET 	 /domains/{domain}/gateways/{gateway}/administrators 	 Performs a query to find all the administrators for this gateway 	 1 	 0 	 No Version Found
POST 	 /domains/{domain}/gateways/{gateway}/administrators 	 Adds a new administrator to this gateway. 	 1 	 0 	 No Version Found
DELETE 	 /domains/{domain}/gateways/{gateway}/administrators/{id} 	 Remove an administrator member from this gateway 	 1 	 0 	 No Version Found
PUT 	 /domains/{domain}/gateways/{gateway}/administrators/{id} 	 Remove an administrator member from this gateway 	 1 	 0 	 No Version Found
GET 	 /domains/{domain}/gateways/{gateway}/aliases 	 Performs a query to find all the aliases for this gateway 	 1 	 0 	 No Version Found
GET 	 /domains/{domain}/gateways/{gateway}/classofservice 	 List the classes of service for a specific gateway 	 1 	 0 	 No Version Found
POST 	 /domains/{domain}/gateways/{gateway}/classofservice 	 Create a Gwia Class of Service for the specified gateway 	 1 	 0 	 No Version Found
GET 	 /domains/{domain}/gateways/{gateway}/classofservice/{cosname} 	 Get a specific Gateway given the name 	 1 	 0 	 No Version Found
PUT 	 /domains/{domain}/gateways/{gateway}/classofservice/{cosname} 	 Update a specific Class of Service given the name 	 1 	 0 	 No Version Found
DELETE 	 /domains/{domain}/gateways/{gateway}/classofservice/{cosname} 	 Delete a specific Class of Service given the name 	 1 	 0 	 No Version Found
GET 	 /domains/{domain}/gateways/{gateway}/classofservice/{cosname}/members 	 List the members for a specific class of service 	 1 	 0 	 No Version Found
POST 	 /domains/{domain}/gateways/{gateway}/classofservice/{cosname}/members 	 Adds a new member to this class of service. The 'id' field of groupMember is required and all other fields are ignored 	 1 	 0 	 No Version Found
DELETE 	 /domains/{domain}/gateways/{gateway}/classofservice/{cosname}/members/{member} 	 Remove a member from this class of service by id 	 1 	 0 	 No Version Found
POST 	 /domains/{domain}/gateways/{gateway}/recoverDb 	 Recover the Access Control database for the specified gateway. This command will recover the database in place. 	 1 	 0 	 No Version Found
