ID,API-Type,API-Name,HTTP Method,URI,Decription,Parameters,AmorphousURI,TidyURI,Comment,NonStandardURI,StandarURI,Comment,CRUDyURI,VerblessURI,Comment,UnversionedURI,VersionedURI,Comment,PluralisedNodes,SingularNodes,Comment,NonDescriptiveURI,DescriptiveURI,Comment,ContextlessResource,ContextualResouce,Comment,NonHierarchicalNodes,HierarchicalNodes,Comment,LessCohisiveDoc,CohisiveDoc,Comment,InconsistantDoc,ConsistantDoc,Comment
11,GraphQL,AniList,POST,v2/ToggleActivitySubscription,Toggle the subscription of an activity itemn/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,1,0,Reversed hierarchy of type True detected between activity and subscription. 0 hierarchical relations were detected out of 2,0,1,Consistent Documentation
12,GraphQL,AniList,POST,v2/SaveActivityReply,Create or update an activity replyn/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,1,0,Inconsistent Documentation
13,GraphQL,AniList,POST,v2/DeleteActivityReply,Delete an activity reply of the authenticated usersn/a,0,1,,0,1,,1,0,[delete found],0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,1,0,Inconsistent Documentation
14,GraphQL,AniList,POST,v2/ToggleLike,Add or remove a like from a likeable type. Returns all the users who liked the same modeln/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,1,0,Inconsistent Documentation
15,GraphQL,AniList,POST,v2/ToggleLikeV2,Add or remove a like from a likeable type.n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
16,GraphQL,AniList,POST,v2/ToggleFollow,Toggle the un/following of a usern/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
17,GraphQL,AniList,POST,v2/ToggleFavourite,"Favourite or unfavourite an anime, manga, character, staff member, or studion/a",0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
18,GraphQL,AniList,POST,v2/UpdateFavouriteOrder,Update the order favourites are displayed inn/a,0,1,,0,1,,1,0,[update found],0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,1,0,Inconsistent Documentation
19,GraphQL,AniList,POST,v2/SaveReview,Create or update a reviewn/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,1,0,Inconsistent Documentation
20,GraphQL,AniList,POST,v2/DeleteReview,Delete a reviewn/a,0,1,,0,1,,1,0,[delete found],0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,1,0,Inconsistent Documentation
21,GraphQL,AniList,POST,v2/RateReview,Rate a reviewn/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
22,GraphQL,AniList,POST,v2/SaveRecommendation,Recommendation a median/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
23,GraphQL,AniList,POST,v2/SaveThread,Create or update a forum threadn/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,1,0,Inconsistent Documentation
24,GraphQL,AniList,POST,v2/DeleteThread,Delete a threadn/a,0,1,,0,1,,1,0,[delete found],0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,1,0,Inconsistent Documentation
25,GraphQL,AniList,POST,v2/ToggleThreadSubscription,Toggle the subscription of a forum threadn/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
26,GraphQL,AniList,POST,v2/SaveThreadComment,Create or update a thread commentn/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,,1,0,Inconsistent Documentation
27,GraphQL,AniList,POST,v2/DeleteThreadComment,Delete a thread commentn/a,0,1, ,0,1, ,1,0,[delete found],0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1, ,1,0,Inconsistent Documentation
28,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/albums/{id},"Fetch an album by using its identifier.id string (Required) The unique identifier for the album. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
29,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/albums/{id}/{relationship},"Fetch an album’s relationship by using its identifier.id string (Required) The unique identifier for the album. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: artists, genres, library, record-labels, tracks storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
30,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/albums/{id}/view/{view},"Fetch related resources for a single album’s relationship view.id string (Required) The identifier of the resource to fetch. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects. view string (Required) The name of the resource view to fetch. Possible Values: appears-on, other-versions, related-albums, related-videos",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
31,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/albums,"Fetch one or more albums by using their identifiers.storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Version Found,0,1,Version Found,0,1,Regular methods,0,1,Regular methods,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,,0,1,,0,1,,0,1,Consistent Documentation,0,1,Consistent Documentation,0,1,Consistent Documentation
32,GraphQL,AppleMusic,GET,/v1/me/library/albums/{id},Fetch a library album by using its identifier.id string (Required) The unique identifier for the album.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
33,GraphQL,AppleMusic,GET,/v1/me/library/albums/{id}/{relationship},"Fetch a library album’s relationship by using its identifier.id string (Required) A unique identifier for the library album. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: artists, catalog, tracks",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
34,GraphQL,AppleMusic,GET,/v1/me/library/albums,"Fetch one or more library albums by using their identifiers.ids [string] (Required) The unique identifiers for the library albums. The maximum fetch limit is 100. l string The localization to use, specified by a language tag. The possible values are in the supportedLanguageTags array belonging to the Storefront object specified by storefront. Otherwise, the default is defaultLanguageTag in Storefront. include [string] Additional relationships to include in the fetch. extend [string] A list of attribute extensions to apply to resources in the response.",0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Version Found,0,1,Regular methods,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,,0,1,,0,1,Consistent Documentation,0,1,Consistent Documentation
35,GraphQL,AppleMusic,POST,/v1/me/library,"Add a catalog resource to a user’s iCloud Music Library.ids [string] (Required) The unique catalog identifiers for the resources. To indicate the type of resource to add, follow the ids with one of the allowed values. Add multiple types in the same request. l string The localization to use, specified by a language tag. The possible values are in the supportedLanguageTags array belonging to the Storefront object that storefront specifies. Otherwise, the default is defaultLanguageTag in Storefront.",0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Version Found,0,1,Version Found,0,1,Version Found,1,0,[Singular last node with POST method.],1,0,[Singular last node with POST method.],1,0,[Singular last node with POST method.],1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,,0,1,,0,1,,0,1,,0,1,Consistent Documentation,0,1,Consistent Documentation,0,1,Consistent Documentation,0,1,Consistent Documentation
36,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/artists/{id},"Fetch an artist by using the artist’s identifier.id string (Required) The unique identifier for the artist. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
37,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/artists/{id}/{relationship},"Fetch an artist’s relationship by using its identifier.id string (Required) A unique identifier for the artist. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: albums, genres, music-videos, playlists, station storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
38,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/artists/{id}/view/{view},"Fetch related resources for a single artist’s relationship view.id string (Required) A unique identifier for the artist. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects. view string (Required) The name of the resource view to fetch.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
39,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/artists,"Fetch one or more artists by using their identifiers.storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
40,GraphQL,AppleMusic,GET,/v1/me/library/artists/{id},Fetch a library artist by using its identifier.id string (Required) The unique identifier for the artist.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
41,GraphQL,AppleMusic,GET,/v1/me/library/artists/{id}/{relationship},"Fetch a library artist’s relationship by using its identifier.id string (Required) A unique identifier for the library artist. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: albums, catalog",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
42,GraphQL,AppleMusic,GET,/v1/me/library/artists,Fetch one or more library artists by using their identifiers.n/a,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
43,GraphQL,AppleMusic,GET,/v1/artists/{id},A resource object that represents the artist of an album where an artist can be one or more people.id string (Required) The identifier for the artist.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
44,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/songs/{id},"Fetch a song by using its identifier.id string (Required) The unique identifier for the song. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
45,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/songs/{id}/{relationship},"Fetch a song’s relationship by using its identifier.id string (Required) A unique identifier for the song. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: albums, artists, composers, genres, library, music-videos, station storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
46,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/songs,"Fetch one or more songs by using their identifiers.storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Version Found,0,1,Version Found,0,1,Regular methods,0,1,Regular methods,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,,0,1,,0,1,,0,1,Consistent Documentation,0,1,Consistent Documentation,0,1,Consistent Documentation
47,GraphQL,AppleMusic,GET,/v1/me/library/songs/{id},Fetch a library song by using its identifier.id string (Required) The unique identifier for the library song.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
48,GraphQL,AppleMusic,GET,/v1/me/library/songs/{id}/{relationship},"Fetch a library song’s relationship by using its identifier.id string (Required) A unique identifier for the library song. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: albums, artists, catalog",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
49,GraphQL,AppleMusic,GET,/v1/me/library/songs,Fetch one or more library songs by using their identifiers.n/a,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Version Found,0,1,Regular methods,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,,0,1,,0,1,Consistent Documentation,0,1,Consistent Documentation
50,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/music-videos/{id},"Fetch a music video by using its identifier.id string (Required) The unique identifier for the music video. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
51,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/music-videos/{id}/{relationship},"Fetch a music video’s relationship by using its identifier.id string (Required) The unique identifier for the music video. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: albums, artists, genres, library, songs storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
52,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/music-videos/{id}/view/{view},Fetch related resources for a single music video’s relationship view.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
53,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/music-videos,"Fetch one or more music videos by using their identifiers.storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Version Found,0,1,Version Found,0,1,Regular methods,0,1,Regular methods,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,,0,1,,0,1,,0,1,Consistent Documentation,0,1,Consistent Documentation,0,1,Consistent Documentation
54,GraphQL,AppleMusic,GET,/v1/me/library/music-videos/{id},Fetch a library music video by using its identifier.id string (Required) The unique identifier for the library music video.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
55,GraphQL,AppleMusic,GET,/v1/me/library/music-videos/{id}/{relationship},"Fetch a library music video’s relationship by using its identifier.id string (Required) The unique identifier for the library music video. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: albums, artists, catalog",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
56,GraphQL,AppleMusic,GET,/v1/me/library/music-videos,Fetch one or more library music videos by using their identifiers.n/a,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Version Found,0,1,Regular methods,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,,0,1,,0,1,Consistent Documentation,0,1,Consistent Documentation
57,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/playlists/{id},"Fetch a playlist by using its identifier.id string (Required) The unique identifier for the playlist. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
58,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/playlists/{id}/{relationship},"Fetch a playlist’s relationship by using its identifier.id string (Required) A unique identifier for the playlist. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: curator, library, tracks storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
59,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/playlists/{id}/view/{view},"Fetch related resources for a single playlist’s relationship view.id string (Required) A unique identifier for the playlist. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects. view string (Required) The name of the resource view to fetch. Possible Values: featured-artists, more-by-curator",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
60,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/playlists,"Fetch one or more playlists by using their identifiers.storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Version Found,0,1,Regular methods,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,,0,1,,0,1,Consistent Documentation,0,1,Consistent Documentation
61,GraphQL,AppleMusic,GET,/v1/me/library/playlists/{id},Fetch a library playlist by using its identifier.id string (Required) A unique identifier for the library playlist.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
62,GraphQL,AppleMusic,GET,/v1/me/library/playlists/{id}/{relationship},"Fetch a library playlist’s relationship by using its identifier.id string (Required) The unique identifier for the library playlist. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: catalog, tracks",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
63,GraphQL,AppleMusic,GET,/v1/me/library/playlists,Fetch one or more library playlists by using their identifiers.n/a,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Version Found,0,1,Regular methods,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,,0,1,,0,1,Consistent Documentation,0,1,Consistent Documentation
64,GraphQL,AppleMusic,GET,/v1/me/library/playlist-folders,Fetch the root library playlists folder for the user.n/a,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Version Found,0,1,Regular methods,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,,0,1,,0,1,Consistent Documentation,0,1,Consistent Documentation
65,GraphQL,AppleMusic,GET,/v1/me/library/playlist-folders/{id},Fetch a library playlist folder by using its identifier.id string (Required) A unique identifier for the library playlist folder.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
66,GraphQL,AppleMusic,GET,/v1/me/library/playlist-folders/{id}/{relationship},"Fetch a library playlist folder’s relationship by using its identifier.id string (Required) A unique identifier for the library playlist folder. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: children, parent",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
67,GraphQL,AppleMusic,POST,/v1/me/library/playlist-folders,Create a new playlist folder in a user’s library.n/a,0,1,,0,1,,0,1,,0,1,Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
68,GraphQL,AppleMusic,POST,/v1/me/library/playlists,Create a new playlist in a user’s library.n/a,0,1,,0,1,,0,1,,0,1,Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
69,GraphQL,AppleMusic,POST,/v1/me/library/playlists/{id}/tracks,Add new tracks to the end of a library playlist.id string (Required) The unique identifier of the library playlist.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
70,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/stations/{id},"Fetch a station by using its identifier.id string (Required) The unique identifier for the station. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
71,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/stations/{id}/{relationship},"Fetch a station's relationship using its identifier.id string (Required) The unique identifier for the station. relationship string (Required) The name of the relationship you want to fetch for the resource. Value: radio-show storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
72,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/stations,"Fetch one or more stations by using their identifiers.storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Version Found,0,1,Version Found,0,1,Regular methods,0,1,Regular methods,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,,0,1,,0,1,,0,1,Consistent Documentation,0,1,Consistent Documentation,0,1,Consistent Documentation
73,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/station-genres/{id},"Fetch a station genre by using its identifier.id string (Required) The unique identifier for the station genre. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
74,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/station-genres/{id}/{relationship},"Fetch a station genre’s relationship by using its identifier.id string (Required) The unique identifier for the station genre. relationship string (Required) The name of the relationship you want to fetch for this resource. Value: stations storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
75,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/station-genres,"Fetch one or more station genres by using their identifiers.storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Version Found,0,1,Regular methods,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Self-descriptive End-point,0,1,,0,1,,0,1,Consistent Documentation,0,1,Consistent Documentation
76,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/search,"Search the catalog by using a query.storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,1,0,[search found],0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,,0,1,Consistent Documentation
